trial,fold,best_val_acc,best_epoch,best_train_loss,best_val_loss,lr,batch_size,base_filters,conv_channels,dropout,hidden
0,1,0.8928571428571429,8,0.5987725489669375,0.49971442988940645,0.0003574712922600243,8,64,"(64, 128)",0.40055750587160444,256
0,2,0.7407407407407407,4,0.6934153492297601,0.6913491509578846,0.0003574712922600243,8,64,"(64, 128)",0.40055750587160444,256
0,3,0.7777777777777778,8,0.548899793296779,0.5293869464485733,0.0003574712922600243,8,64,"(64, 128)",0.40055750587160444,256
0,4,0.8148148148148148,6,0.6097609329661098,0.6057910808810482,0.0003574712922600243,8,64,"(64, 128)",0.40055750587160444,256
0,5,0.8888888888888888,10,0.5881944566691687,0.43727098019034777,0.0003574712922600243,8,64,"(64, 128)",0.40055750587160444,256
1,1,0.5,1,0.6912380501076028,0.6939769812992641,0.0016967533607196547,8,32,"(32, 64)",0.40592644736118977,256
1,2,0.5185185185185185,3,0.693976239326897,0.6930386909732112,0.0016967533607196547,8,32,"(32, 64)",0.40592644736118977,256
1,3,0.48148148148148145,1,0.6989949876015339,0.694030189955676,0.0016967533607196547,8,32,"(32, 64)",0.40592644736118977,256
1,4,0.5185185185185185,1,0.7257823555841358,0.6924558568883825,0.0016967533607196547,8,32,"(32, 64)",0.40592644736118977,256
1,5,0.5185185185185185,5,0.6947227716445923,0.6930583075240806,0.0016967533607196547,8,32,"(32, 64)",0.40592644736118977,256
2,1,0.5714285714285714,9,0.6848083270920647,0.6672478488513401,0.000471705203762518,8,48,"(48, 96)",0.13252579649263976,128
2,2,0.7407407407407407,7,0.6742354729853639,0.6435026129086813,0.000471705203762518,8,48,"(48, 96)",0.13252579649263976,128
2,3,0.7777777777777778,8,0.6390639972796134,0.5868817082157841,0.000471705203762518,8,48,"(48, 96)",0.13252579649263976,128
2,4,0.7777777777777778,5,0.6412822002664619,0.5964123209317526,0.000471705203762518,8,48,"(48, 96)",0.13252579649263976,128
2,5,0.5185185185185185,10,0.6910591901989158,0.6881048480669657,0.000471705203762518,8,48,"(48, 96)",0.13252579649263976,128
3,1,0.8571428571428571,9,0.6684017622912372,0.6356959939002991,0.00028180680291847244,16,64,"(64, 128)",0.22938999080000846,64
3,2,0.7777777777777778,8,0.6638315549684227,0.6510196615148474,0.00028180680291847244,16,64,"(64, 128)",0.22938999080000846,64
3,3,0.7407407407407407,4,0.6930850695032592,0.6917557142398976,0.00028180680291847244,16,64,"(64, 128)",0.22938999080000846,64
3,4,0.8148148148148148,5,0.678030030443034,0.6705886589156257,0.00028180680291847244,16,64,"(64, 128)",0.22938999080000846,64
3,5,0.9259259259259259,9,0.6663994756313639,0.6168353049843399,0.00028180680291847244,16,64,"(64, 128)",0.22938999080000846,64
4,1,0.8571428571428571,8,0.6902373609719453,0.687278517654964,0.000642033033629786,16,16,"(16, 32)",0.14424625102595975,256
4,2,0.7407407407407407,7,0.6854206044739539,0.6782108457000168,0.000642033033629786,16,16,"(16, 32)",0.14424625102595975,256
4,3,0.7777777777777778,4,0.6918743198071051,0.6911467490372835,0.000642033033629786,16,16,"(16, 32)",0.14424625102595975,256
4,4,0.7407407407407407,6,0.6899248902950812,0.689613766140408,0.000642033033629786,16,16,"(16, 32)",0.14424625102595975,256
4,5,0.8888888888888888,6,0.6929532027025835,0.6922342578570048,0.000642033033629786,16,16,"(16, 32)",0.14424625102595975,256
5,1,0.8214285714285714,10,0.5608243566972239,0.5237545796803066,0.00037507963596256056,16,64,"(64, 128)",0.13727532183988542,64
5,2,0.7777777777777778,10,0.49586513351409806,0.49853305684195626,0.00037507963596256056,16,64,"(64, 128)",0.13727532183988542,64
5,3,0.7407407407407407,10,0.5327401024485947,0.5329190757539537,0.00037507963596256056,16,64,"(64, 128)",0.13727532183988542,64
5,4,0.7777777777777778,5,0.6762271403172694,0.6658196979098849,0.00037507963596256056,16,64,"(64, 128)",0.13727532183988542,64
5,5,0.9259259259259259,6,0.6841645568882654,0.6579938928286234,0.00037507963596256056,16,64,"(64, 128)",0.13727532183988542,64
6,1,0.5357142857142857,4,0.6943098968929715,0.6929571458271572,0.0001018959297939515,8,16,"(16, 32)",0.5315517129377968,64
6,2,0.5185185185185185,1,0.6987595465205131,0.6937972881175853,0.0001018959297939515,8,16,"(16, 32)",0.5315517129377968,64
6,3,0.7407407407407407,8,0.6941597396080647,0.691657872111709,0.0001018959297939515,8,16,"(16, 32)",0.5315517129377968,64
6,4,0.5185185185185185,1,0.6954666359708943,0.692297637462616,0.0001018959297939515,8,16,"(16, 32)",0.5315517129377968,64
6,5,0.5185185185185185,1,0.6953059806736237,0.6924810144636366,0.0001018959297939515,8,16,"(16, 32)",0.5315517129377968,64
7,1,0.5,1,0.6952816049257914,0.6932136927332196,0.0002879775265707035,16,16,"(16, 32)",0.4803925243084487,128
7,2,0.7407407407407407,8,0.6862791661822468,0.6859284043312073,0.0002879775265707035,16,16,"(16, 32)",0.4803925243084487,128
7,3,0.7777777777777778,9,0.6884700437204554,0.687944370287436,0.0002879775265707035,16,16,"(16, 32)",0.4803925243084487,128
7,4,0.7777777777777778,10,0.6863770774745066,0.6852326106142115,0.0002879775265707035,16,16,"(16, 32)",0.4803925243084487,128
7,5,0.48148148148148145,1,0.6928497552871704,0.6938255760404799,0.0002879775265707035,16,16,"(16, 32)",0.4803925243084487,128
8,1,0.8214285714285714,5,0.6891644420447173,0.6911808507783073,0.0005917520523090669,8,32,"(32, 64)",0.5537832369630465,256
8,2,0.6296296296296297,10,0.688316928137333,0.6840596993764242,0.0005917520523090669,8,32,"(32, 64)",0.5537832369630465,256
8,3,0.5185185185185185,7,0.6929096776411074,0.692620990452943,0.0005917520523090669,8,32,"(32, 64)",0.5537832369630465,256
8,4,0.7407407407407407,7,0.6877929491734286,0.679815184187006,0.0005917520523090669,8,32,"(32, 64)",0.5537832369630465,256
8,5,0.8148148148148148,7,0.6995558755113445,0.6919871414149249,0.0005917520523090669,8,32,"(32, 64)",0.5537832369630465,256
9,1,0.7857142857142857,9,0.6932825490280434,0.6917347226824079,0.00021775224101934097,16,16,"(16, 32)",0.5018360384495573,128
9,2,0.7407407407407407,9,0.6874838629993824,0.6859483674720481,0.00021775224101934097,16,16,"(16, 32)",0.5018360384495573,128
9,3,0.7037037037037037,9,0.6901974010904994,0.6899412318512246,0.00021775224101934097,16,16,"(16, 32)",0.5018360384495573,128
9,4,0.5185185185185185,10,0.6897454300057997,0.6880898740556505,0.00021775224101934097,16,16,"(16, 32)",0.5018360384495573,128
9,5,0.48148148148148145,1,0.6929561807474959,0.6939673821131388,0.00021775224101934097,16,16,"(16, 32)",0.5018360384495573,128
0,1,0.8928571428571429,8,0.5987725489669375,0.49971442988940645,0.0003574712922600243,8,64,"(64, 128)",0.40055750587160444,256
